freq_THz,vg_m_per_s,lambda_geom_inv_s
224.6,69602956.09508425,266761253865.97232
224.65,69260779.55050385,268079163434.24728
224.7,68922158.38398208,269396262044.7775
224.75,68587084.78023218,270712363708.07654
224.8,68255550.6683371,272027280695.8111
224.85,67927547.72008382,273340823626.01126
224.9,67603067.34848347,274652801551.01443
224.95,67282100.70655586,275963022047.7602
225.0,66964638.68604031,277271291311.7459
225.05,66650671.916406766,278577414253.0788
225.1,66340190.76376946,279881194596.1895
225.15,66033185.33020829,281182434981.0497
225.2,65729645.4531224,282480937067.353
225.25,65429560.70454852,283776501641.8967
225.3,65132920.39090619,285068928727.0966
225.35,64839713.55276659,286358017692.23975
225.4,64549928.96465133,287643567367.374
225.45,64263555.13517952,288925376158.32336
225.5,63980580.30727055,290203242163.9814
225.55,63700992.45843195,291476963295.65076
225.6,63424779.30137659,292746337397.1867
225.65,63151928.284593426,294011162367.5092
225.7,62882426.593232155,295271236283.70355
225.75,62616261.15016701,296526357525.15497
225.8,62353418.61695552,297776324899.914
225.85,62093885.39527555,299020937770.39764
225.9,61837647.6283781,300259996180.4188
225.95,61584691.20266477,301493300982.8826
226.0,61335001.74954416,302720653967.225
226.05,61088564.647287525,303941857987.77527
226.1,60845365.02317745,305156717091.4356
226.15,60605387.755818084,306365036645.1197
226.2,60368617.47746266,307566623463.5012
226.25,60135038.576607965,308761285935.64166
226.3,59904635.20080881,309948834150.52
226.35,59677391.25947285,311129080022.50543
226.4,59453290.426915914,312301837415.1585
226.45,59232316.1455854,313466922263.6286
226.5,59014451.629327334,314624152696.1136
226.55,58799679.86694558,315773349152.88544
226.6,58587983.625764675,316914334504.2122
226.65,58379345.45538158,318046934166.0167
226.7,58173747.69163867,319170976212.89386
226.75,57971172.46056738,320286291489.6645
226.8,57771601.68260288,321392713719.6579
226.85,57575017.07686441,322490079610.65625
226.9,57381400.16550314,323578228958.3329
226.95,57190732.27834316,324657004745.7486
227.0,57002994.55747026,325726253240.6665
227.05,56818167.96191495,326785824089.72687
227.1,56636233.27260038,327835570408.3425
227.15,56457171.09733525,328875348867.40485
227.2,56280961.87573614,329905019777.3479
227.25,56107585.884485014,330924447167.0841
227.3,55937023.24253264,331933498859.9266
227.35,55769253.9164062,332932046545.4666
227.4,55604257.725647956,333919965847.1213
227.45,55442014.34821356,334897136386.2642
227.5,55282503.32600868,335863441841.7794
227.55,55125704.0705627,336818770004.9337
227.6,54971595.86861487,337763012830.84326
227.65,54820157.88780595,338696066485.29865
227.7,54671369.18242051,339617831387.20447
227.75,54525208.6992109,340528212246.3771
227.8,54381655.28318587,341427118097.3723
227.85,54240687.68343119,342314462328.8881
227.9,54102284.55900987,343190162708.4026
227.95,53966424.48484943,344054141402.5958
228.0,53833085.957601756,344906324993.63525
228.05,53702247.40154228,345746644490.8906
228.1,53573887.17454476,346575035337.83234
228.15,53447983.57391638,347391437415.5009
228.2,53324514.84225235,348195795041.5482
228.25,53203459.17336834,348988056964.4807
228.3,53084794.71816391,349768176354.08014
228.35,52968499.59041227,350536110788.0756
228.4,52854551.87256192,351291822234.55133
228.45,52742929.621514186,352035277030.36694
228.5,52633610.87433468,352766445855.92664
228.55,52526573.65395453,353485303705.98474
228.6,52421795.97476911,354191829857.1737
228.65,52319255.84823745,354886007831.6347
228.7,52218931.28840184,355567825357.3685
228.75,52120800.31740199,356237274324.88513
228.8,52024840.97076663,356894350741.7182
228.85,51931031.30278635,357539054682.83405
228.9,51839349.39180587,358171390238.1228
228.95,51749773.345405616,358791365457.2812
229.0,51662281.30544107,359398992292.41705
229.05,51576851.45310177,359994286537.36237
229.1,51493462.01385352,360577267764.7432
229.15,51412091.26227962,361147959260.8117
229.2,51332717.526839666,361706387958.0273
229.25,51255319.19452805,362252584365.62665
229.3,51179874.71544822,362786582498.18823
229.35,51106362.60726115,363308419802.60315
229.4,51034761.45962339,363818137082.75366
229.45,50965049.9384231,364315778423.377
229.5,50897206.789898686,364801391112.6429
229.55,50831210.8448179,365275025562.2877
229.6,50767041.02234856,365736735228.06274
229.65,50704676.333905734,366186576528.5848
229.7,50644095.88699715,366624608762.54004
229.75,50585278.888787985,367050894026.37006
229.8,50528204.64961739,367465497130.8879
229.85,50472852.58647322,367868485516.885
229.9,50419202.2262825,368259929170.8765
229.95,50367233.209093496,368639900540.5496
230.0,50316925.29118147,369008474449.7893
230.05,50268258.348047,369365728013.61566
230.1,50221212.37725858,369711740553.493
230.15,50175767.501245685,370046593512.3351
230.2,50131903.96989782,370370370370.3703
230.25,50089602.16315778,370683156560.57825
230.3,50048842.59345045,370985039384.9603
230.35,50009605.907962024,371276107931.6321
230.4,49971872.89095285,371556452991.46716
230.45,49935624.46573539,371826166977.1121
230.5,49900841.69681288,372085343840.7788
230.55,49867505.791735515,372334078994.1823
230.6,49835598.10287105,372572469229.24396
230.65,49805100.129136,372800612639.2862
230.7,49775993.51759284,373018608541.4938
230.75,49748260.064995214,373226557400.0971
230.8,49721881.71910648,373424560751.65125
230.85,49696840.580023654,373612721130.73346
230.9,49673118.90149043,373791141996.2354
230.95,49650699.09190977,373959927660.48114
231.0,49629563.71541011,374119183218.56366
231.05,49609695.49281916,374269014479.04395
231.1,49591077.302441604,374409527896.8407
231.15,49573692.18089274,374540830506.4544
231.2,49557523.32383398,374663029856.72375
231.25,49542554.08642737,374776233948.5358
231.3,49528767.98393286,374880551172.3238
231.35,49516148.6922342,374976090246.99615
231.4,49504680.048089385,375062960161.8745
231.45,49494346.049441315,375141270119.12463
231.5,49485130.85570011,375211129477.3741
231.55,49477018.78787215,375272647697.48303
231.6,49469994.32859926,375325934290.00757
231.65,49464042.122206934,375371098763.62195
231.7,49459146.97465516,375408250575.3194
231.75,49455293.853428885,375437499082.12427
231.8,49452467.88737886,375458953494.24243
231.85,49450654.36642819,375472722830.3008
231.9,49449838.74135017,375478915873.1225
231.95,49450006.62338139,375477641127.8316
232.0,49451143.78388226,375469006780.6805
232.05,49453236.153809644,375453120660.3868
232.1,49456269.82324818,375430090200.107
232.15,49460231.040934004,375400022400.5478
232.2,49465106.21353073,375363023796.03424
232.25,49470881.90509395,375319200420.218
232.3,49477544.83638216,375268657774.01733
232.35,49485081.88408095,375211500795.2711
232.4,49493480.08011839,375147833828.7519
232.45,49502726.61081382,375077760598.48126
232.5,49512808.81606756,375001384180.76447
232.55,49523714.18848157,374918806978.7659
232.6,49535430.372494616,374830130697.981
232.65,49547945.16343232,374735456323.34515
232.7,49561246.506560504,374634884097.29767
232.75,49575322.49604874,374528513499.48865
232.8,49590161.37405034,374416443226.55646
232.85,49605751.529583976,374298771174.3395
232.9,49622081.49750271,374175594420.34534
232.95,49639139.95743919,374047009207.3037
233.0,49656915.73262975,373913110928.5187
233.05,49675397.78888925,373773994112.95306
233.1,49694575.233388126,373629752412.65564
233.15,49714437.31353259,373480478590.2452
233.2,49734973.415752344,373326264507.9072
233.25,49756173.06437931,373167201116.5056
233.3,49778025.92040422,373003378446.393
233.35,49800521.78019431,372834885599.27386
233.4,49823650.574420825,372661810739.2411
233.45,49847402.36670794,372484241086.62604
233.5,49871767.352397904,372302262911.6862
233.55,49896735.85730148,372115961529.0926
233.6,49922298.33646927,371925421292.93445
233.65,49948445.37292243,371730725592.682
233.7,49975167.676296555,371531956850.4316
233.75,50002456.08165773,371329196517.48694
233.8,50030301.54820494,371122525072.38947
233.85,50058695.15790001,370912022020.06824
233.9,50087628.114279024,370697765890.2098
233.95,50117091.74112602,370479834237.1996
234.0,50147077.48115875,370258303640.5068
234.05,50177576.89475245,370033249705.3014
234.1,50208581.65865014,369804747063.67316
234.15,50240083.56469559,369572869376.1657
234.2,50272074.5185079,369337689334.2094
234.25,50304546.53816782,369099278662.9173
234.3,50337491.75299645,368857708123.6399
234.35,50370902.40227546,368613047517.37244
234.4,50404770.833918646,368365365688.9248
234.45,50439089.503178075,368114730531.22815
234.5,50473850.971467674,367861208989.1621
234.55,50509047.90504033,367604867064.81836
234.6,50544673.07373923,367345769822.5706
234.65,50580719.34971189,367083981394.75366
234.7,50617179.7062141,366819564987.0125
234.75,50654047.216368325,366552582884.296
234.8,50691315.05188367,366283096457.42633
234.85,50728976.48185224,366011166169.40173
234.9,50767024.87156683,365736851581.8218
234.95,50805453.681291826,365460211361.91504
235.0,50844256.46498758,365181303290.15186
235.05,50883426.86921937,364900184266.77057
235.1,50922958.63192489,364616910319.5536
235.15,50962845.58126587,364331536611.21954
235.2,51003081.63442491,364044117447.41925
235.25,51043660.79641766,363754706284.8201
235.3,51084577.15906235,363463355738.2605
235.35,51125824.899721704,363170117589.71075
235.4,51167398.28021604,362875042796.1861
235.45,51209291.645705864,362578181498.04175
235.5,51251499.42361024,362279583027.1726
235.55,51294016.12248163,361979295915.6694
235.6,51336836.33085869,361677367904.76904
235.65,51379954.716309294,361373845952.59564
235.7,51423366.02423199,361068776243.7309
235.75,51467065.07689026,360762204197.26276
235.8,51511046.77241666,360454174475.1618
235.85,51555306.083562486,360144730992.5443
235.9,51599838.05687696,359833916925.0228
235.95,51644637.811628394,359521774717.95984
236.0,51689700.53879347,359208346095.3301
236.05,51735021.500010684,358893672068.911
236.1,51780596.02671326,358577792946.302
236.15,51826419.519086145,358260748340.2375
236.2,51872487.445086025,357942577177.52484
236.25,51918795.33953229,357623317707.55133
236.3,51965338.803147584,357303007511.19617
236.35,52012113.501682036,356981683509.2163
236.4,52059115.16487442,356659381971.8004
236.45,52106339.58566325,356336138526.4452
236.5,52153782.61925848,356011988166.8304
236.55,52201440.18222103,355686965261.6719
236.6,52249308.25162364,355361103563.0489
236.65,52297382.86419488,355034436214.875
236.7,52345660.115412414,354706995761.7366
236.75,52394136.158703744,354378814157.0203
236.8,52442807.204637095,354049922771.1275
236.85,52491669.520015806,353720352400.35364
236.9,52540719.427195564,353390133274.2743
236.95,52589953.3031224,353059295065.0234
237.0,52639367.57865926,352727866894.6313
237.05,52688958.7378152,352395877343.0262
237.1,52738723.31685285,352063354456.8498
237.15,52788657.903666206,351730325756.461
237.2,52838759.136975616,351396818244.16235
237.25,52889023.705538996,351062858412.3091
237.3,52939448.34749449,350728472250.53577
237.35,52990029.849596426,350393685253.6856
237.4,53040765.046560206,350058522429.00525
237.45,53091650.82027399,349723008304.20996
237.5,53142684.09914415,349387166934.6471
237.55,53193861.85744862,349051021910.3963
237.6,53245181.114649095,348714596363.6236
237.65,53296638.93468131,348377912976.05994
237.7,53348232.425328836,348040993985.91174
237.75,53399958.737595044,347703861194.7644
237.8,53451815.06506173,347366535974.5525
237.85,53503798.64324804,347029039274.50433
237.9,53555906.74894668,346691391628.2086
237.95,53608136.69971318,346353613159.6649
238.0,53660485.85322895,346015723590.12897
238.05,53712951.60660305,345677742245.3241
238.1,53765531.39595212,345339688060.8305
238.15,53818222.69574603,345001579588.9618
238.2,53871023.01815508,344663435005.5966
238.25,53923929.912680686,344325272115.1656
238.3,53976940.965458654,343987108357.7091
238.35,54030053.798701964,343648960815.0078
238.4,54083266.07025511,343310846215.97284
238.45,54136575.473057225,342972780942.5909
238.5,54189979.73454288,342634781036.231
238.55,54243476.61616868,342296862203.1208
238.6,54297063.912972875,341959039819.58594
238.65,54350739.45292938,341621328938.5552
238.7,54404501.09659227,341283744294.1995
238.75,54458346.7366129,340946300307.3478
238.8,54512274.29712106,340609011091.7182
238.85,54566281.733362794,340271890458.5077
238.9,54620367.031284675,339934951921.28864
238.95,54674528.20696715,339598208701.8149
239.0,54728763.30620118,339261673734.8982
239.05,54783070.40412564,338925359672.87823
239.1,54837447.60470385,338589278891.0588
239.15,54891893.04028411,338253443492.5874
239.2,54946404.871245004,337917865312.7808
239.25,55000981.28557715,337582555923.8122
239.3,55055620.49841221,337247526639.6893
239.35,55110320.7516278,336912788520.7321
239.4,55165080.31348306,336578352377.83185
239.45,55219897.478263654,336244228776.62195
239.5,55274770.565747544,335910428042.7109
239.55,55329697.920972705,335576960265.0395
239.6,55384677.91382958,335243835300.2792
239.65,55439708.938655905,334911062777.1821
239.7,55494789.41381268,334578652101.01086
239.75,55549917.78149697,334246612456.5079
239.8,55605092.50729069,333914952812.4321
239.85,55660312.079726815,333583681925.9534
239.9,55715575.01010711,333252808345.5061
239.95,55770879.83205669,332922340415.1947
240.0,55826225.101242274,332592286278.18726
240.05,55881609.39502158,332262653880.4918
240.1,55937031.31214384,331933450974.39856
240.15,55992489.47239374,331604685122.2298
240.2,56047982.51627697,331276363699.8124
240.25,56103509.10481194,330948493899.295
240.3,56159067.91906715,330621082733.4421
240.35,56214657.65999595,330294137038.1412
240.4,56270277.04808398,329967663475.98987
240.45,56325924.82305807,329641668539.49274
240.5,56381599.743618764,329316158554.09174
240.55,56437300.58716118,328991139681.24036
240.6,56493026.14944822,328666617921.7281
240.65,56548775.244431,328342599118.12036
240.7,56604546.70389213,328019088958.20557
240.75,56660339.37721352,327696092977.6911
240.8,56716152.13116573,327373616562.75085
240.85,56771983.84954493,327051664953.42975
240.9,56827833.43302418,326730243245.7841
240.95,56883699.798826054,326409356395.0297
241.0,56939581.88057132,326089009217.6524
241.05,56995478.62792838,325769206394.64
241.1,57051389.00643908,325449952473.6776
241.15,57107311.997290894,325131251871.62915
241.2,57163246.59701413,324813108877.42236
241.25,57219191.81742457,324495527653.5153
241.3,57275146.68518837,324178512239.4895
241.35,57331110.241695166,323862066553.8657
241.4,57387081.54290808,323546194396.03577
241.45,57443059.65906815,323230899448.99524
241.5,57499043.67447812,322916185281.60535
241.55,57555032.68736299,322602055350.4024
241.6,57611025.809622034,322288513001.9994
241.65,57667022.16656917,321975561475.5291
241.7,57723020.89687647,321663203903.9318
241.75,57779021.15227281,321351443316.5942
241.8,57835022.09738435,321040282641.17535
241.85,57891022.90954397,320729724705.58746
241.9,57947022.778579585,320419772240.07477
241.95,58003020.90670165,320110427878.725
242.0,58059016.508253075,319801694161.72504
242.05,58115008.80957213,319493573536.97345
242.1,58170997.04877931,319186068362.0949
242.15,58226980.47564355,318879180906.0004
242.2,58282958.35136855,318572913350.86993
242.25,58338929.94850074,318267267793.45154
242.3,58394894.55070873,317962246247.0487
242.35,58450851.45263227,317657850643.1104
242.4,58506799.95966456,317354082833.16656
242.45,58562739.387927674,317050944589.69995
242.5,58618669.06405948,316748437608.02814
242.55,58674588.32492567,316446563508.5718
242.6,58730496.51770252,316145323837.10266
242.65,58786392.999611326,315844720066.864
242.7,58842277.13770904,315544753600.3668
242.75,58898148.30884222,315245425770.2941
242.8,58954005.89950999,314946737840.88385
242.85,59009849.30567413,314648691009.5793
242.9,59065677.93260468,314351286408.474
242.95,59121491.19485577,314054525105.05115
243.0,59177288.51600203,313758408104.1855
243.05,59233069.32852945,313462936349.30664
243.1,59288833.07382864,313168110723.01117
243.15,59344579.20194763,312873932048.9365
243.2,59400307.17142769,312580401093.17883
243.25,59456016.449401625,312287518564.3178
243.3,59511706.51117452,311995285116.156
243.35,59567376.84032786,311703701347.69055
243.4,59623026.9285019,311412767804.76636
243.45,59678656.275306195,311122484981.0449
243.5,59734264.3882576,310832853318.8201
243.55,59789850.782517426,310543873210.86945
243.6,59845414.98093823,310255545000.6807
243.65,59900956.513877116,309967868983.8857
243.7,59956474.91912822,309680845409.06274
243.75,60011969.7417529,309394474479.0601
243.8,60067440.53400773,309108756351.8011
243.85,60122886.85532253,308823691140.825
243.9,60178308.27207591,308539278916.8614
243.95,60233704.35751639,308255519708.6417
244.0,60289074.69173098,307972413503.4622
244.05,60344418.86153704,307689960248.1309
244.1,60399736.46030045,307408159850.2811
244.15,60455027.08793197,307127012178.76575
244.2,60510290.3507882,306846517064.5316
244.25,60565525.86150597,306566674301.82227
244.3,60620733.23896703,306287483648.7095
244.35,60675912.108276635,306008944827.5499
244.4,60731062.10051618,305731057526.5747
244.45,60786182.85277862,305453821400.0413
244.5,60841274.00810412,305177236068.88477
244.55,60896335.2152606,304901301122.13904
244.6,60951366.128797896,304626016116.976
244.65,61006366.40888983,304351380579.80225
244.7,61061335.721281864,304077394006.8193
244.75,61116273.737214245,303804055864.69934
244.8,61171180.13335901,303531365591.1861
244.85,61226054.591666296,303259322596.1381
244.9,61280896.79941443,302987926261.5542
244.95,61335706.44905333,302717175942.6188
245.0,61390483.23808046,302447070968.576
245.05,61445226.869110554,302177610642.642
245.1,61499937.049733825,301908794242.957
245.15,61554613.49236385,301640621023.5772
245.2,61609255.91430759,301373090214.37103
245.25,61663864.03764647,301106201021.83844
245.3,61718437.58908357,300839952630.0872
245.35,61772976.30005401,300574344200.5183
245.4,61827479.90649885,300309374873.1497
245.45,61881948.14884632,300045043766.9204
245.5,61936380.77200844,299781349979.9175
245.55,61990777.525253244,299518292590.2016
245.6,62045138.162175044,299255870656.1513
245.65,62099462.44057968,298994083217.2133
245.7,62153750.1225526,298732929293.7658
245.75,62208000.974245764,298472407888.33295
245.8,62262214.765899315,298212517985.6619
245.85,62316391.27181467,297953258553.03186
245.9,62370530.27021341,297694628541.1045
245.95,62424631.54327268,297436626883.92505
246.0,62478694.87699793,297179252499.697
246.05,62532720.061167054,296922504291.2098
246.1,62586706.88938363,296666381145.74475
246.15,62640655.158922,296410881935.96765
246.2,62694564.67064779,296156005520.4551
246.25,62748435.22908499,295901750743.5244
246.3,62802266.64229017,295648116435.97406
246.35,62856058.72176601,295395101415.63043
246.4,62909811.28257996,295142704486.9278
246.45,62963524.14305779,294890924442.4827
246.5,63017197.124958195,294639760062.40393
246.55,63070830.05336672,294389210114.9185
246.6,63124422.7565548,294139273357.1551
246.65,63177975.06607034,293889948534.84125
246.7,63231486.816615954,293641234382.9904
246.75,63284957.84598,293393129626.33716
246.8,63338387.99509212,293145632979.19135
246.85,63391777.107898675,292898743146.12616
246.9,63445125.03133316,292652458822.22107
246.95,63498431.615323946,292406778693.13025
247.0,63551696.712675154,292161701435.73364
247.05,63604920.17902623,291917225718.4201
247.1,63658101.87299314,291673350200.5355
247.15,63711241.655886225,291430073533.7728
247.2,63764339.391696796,291187394362.321
247.25,63817394.947317876,290945311321.9446
247.3,63870408.192241915,290703823041.4535
247.35,63923378.99854572,290462928142.85223
247.4,63976307.24096932,290222625241.0622
247.45,64029192.79685811,289982912944.26544
247.5,64082035.54606096,289743789854.444
247.55,64134835.37089616,289505254567.60754
247.6,64187592.15618559,289267305673.712
247.65,64240305.7892201,289029941756.88696
247.7,64292976.15961574,288793161396.1525
247.75,64345603.1593767,288556963165.20087
247.8,64398186.682902224,288321345632.4314
247.85,64450726.62681907,288086307361.7651
247.9,64503222.89005635,287851846912.36865
247.95,64555675.37377684,287617962839.02167
248.0,64608083.98135536,287384653692.2698
248.05,64660448.61831304,287151918018.77277
248.1,64712769.192369156,286919754361.12744
248.15,64765045.61336603,286688161258.2546
248.2,64817277.79321013,286457137245.70984
248.25,64869465.64579947,286226680856.0523
248.3,64921609.08716246,285996790618.27795
248.35,64973708.03533195,285767465058.4229
248.4,65025762.41025339,285538702700.011
248.45,65077772.13384756,285310502063.8196
248.5,65129737.12997136,285082861668.09314
248.55,65181657.3243959,284855780028.6796
248.6,65233532.64468567,284629255659.59686
248.65,65285363.02030956,284403287072.583
248.7,65337148.382568635,284177872777.449
248.75,65388888.66449172,283953011282.56635
248.8,65440583.800954945,283728701094.3804
248.85,65492233.72853616,283504940718.07404
248.9,65543838.38548964,283281728657.7073
248.95,65595397.71183854,283059063415.8452
249.0,65646911.64927727,282836943494.0099
249.05,65698380.14110469,282615367392.99414
249.1,65749803.13227953,282394333612.6483
249.15,65801180.56934841,282173840652.21423
249.2,65852512.40044175,281953887010.3662
249.25,65903798.575255595,281734471185.3111
249.3,65955039.0450471,281515591674.82916
249.35,66006233.76254708,281297246976.6681
249.4,66057382.68201431,281079435588.32983
249.45,66108485.75918415,280862156007.3082
249.5,66159542.95122596,280645406731.2875
249.55,66210554.21676462,280429186258.06647
249.6,66261519.51586064,280213493085.6593
249.65,66312438.809929386,279998325712.65173
249.7,66363312.06176669,279783682638.1055
249.75,66414139.23553715,279569562361.62115
249.8,66464920.29678572,279355963383.301
249.85,66515655.21232769,279142884204.22424
249.9,66566343.950278,278930323326.3324
249.95,66616986.48007157,278718279252.35425
250.0,66667582.77238483,278506750486.1434
250.05,66718132.79911782,278295735532.7606
250.1,66768636.533493854,278085232898.06506
250.15,66819093.9498767,277875241089.4844
250.2,66869505.02378931,277665758615.94037
250.25,66919869.73204664,277456783987.3026
250.3,66970188.052576154,277248315715.13947
250.35,67020459.964426816,277040352312.68335
250.4,67070685.447797254,276832892294.7169
250.45,67120864.48400205,276625934177.7152
250.5,67170997.05551416,276419476479.6732
250.55,67221083.14580667,276213517720.75916
250.6,67271122.73943731,276008056422.9661
250.65,67321115.82210071,275803091109.8988
250.7,67371062.38043977,275598620307.5471
250.75,67420962.40214014,275394642543.89685
250.8,67470815.87594804,275191156348.856
250.85,67520622.79160142,274988160254.5349
250.9,67570383.13976003,274785652795.52792
250.95,67620096.91208558,274583632508.58328
251.0,67669764.1012254,274382097932.66687
251.05,67719384.70076652,274181047609.14536
251.1,67768958.70518929,273980480081.96902
251.15,67818486.10988927,273780393897.57782
251.2,67867966.91124783,273580787604.61148
251.25,67917401.10642426,273381659754.74316
251.3,67966788.6935287,273183008901.97485
251.35,68016129.67153133,272984833602.99768
251.4,68065424.0402345,272787132417.2966
251.45,68114671.8002941,272589903907.057
251.5,68163872.95319653,272393146637.24933
251.55,68213027.50124045,272196859175.6941
251.6,68262135.44756295,272001040092.94913
251.65,68311196.7960468,271805687962.67084
251.7,68360211.55137108,271610801361.40234
251.75,68409179.71905221,271416378868.40225
251.8,68458101.30526093,271222419066.3613
251.85,68506976.31699243,271028920540.71658
251.9,68555804.76199272,270835881879.93423
251.95,68604586.64869428,270643301675.7529
252.0,68653321.98625164,270451178523.03134
252.05,68702010.7845371,270259511019.75443
252.1,68750653.05414136,270068297767.01947
252.15,68799248.80635902,269877537369.0815
252.2,68847798.0530982,269687228433.6964
252.25,68896300.80697149,269497369571.75058
252.3,68944757.0812712,269307959397.34637
252.35,68993166.88989867,269118996528.06564
252.4,69041530.24743535,268930479584.67877
252.45,69089847.16909231,268742407191.32898
252.5,69138117.67066424,268554777975.69766
252.55,69186341.76860084,268367590568.71268
252.6,69234519.4799251,268180843604.85233
252.65,69282650.82226883,267994535721.99304
252.7,69330735.81385727,267808665561.45502
252.75,69378774.47350372,267623231768.00873
252.8,69426766.82057333,267438232990.00003
252.85,69474712.87496705,267253667879.39676
252.9,69522612.65716258,267069535091.6158
252.95,69570466.18824507,266885833285.39084
253.0,69618273.48976733,266702561123.29437
253.05,69666034.58377446,266519717271.62607
253.1,69713749.49288654,266337300400.08066
253.15,69761418.24029325,266155309181.75388
253.2,69809040.84958647,265973742293.76596
253.25,69856617.34491064,265792598416.6711
253.3,69904147.7509205,265611876234.60294
253.35,69951632.09265989,265431574435.71915
253.4,69999070.39575996,265251691711.43124
253.45,70046462.68629181,265072226756.94876
253.5,70093808.99072345,264893178271.42465
253.55,70141109.33607125,264714544957.36508
253.6,70188363.74974681,264536325521.19254
253.65,70235572.25960836,264358518673.03384
253.7,70282734.89396521,264181123126.68655
253.75,70329851.68153453,264004137599.76483
253.8,70376922.65145609,263827560813.62613
253.85,70423947.83331256,263651391493.27826
253.9,70470927.25709143,263475628367.5049
253.95,70517860.95313041,263300270169.05222
254.0,70564748.95221773,263125315634.23572
254.05,70611591.28555392,262950763503.0667
254.10000000000002,70658387.98464343,262776612519.63803
254.15,70705139.08144899,262602861431.53125
254.2,70751844.6082509,262429508990.3227
254.25,70798504.5976887,262256553951.40997
254.3,70845119.08283563,262083995073.7185
254.35000000000002,70891688.09708959,261911831120.0882
254.4,70938211.67413418,261740060857.39847
254.45,70984689.84803417,261568683056.197
254.5,71031122.65326221,261397696490.58417
254.55,71077510.1245836,261227099938.62027
254.60000000000002,71123852.29703295,261056892182.39185
254.65,71170149.20599447,260887072007.69806
254.7,71216400.88721177,260717638203.99707
254.75,71262607.37676509,260548589564.47217
254.8,71308768.71092762,260379924886.5387
254.85000000000002,71354884.92637207,260211642971.06973
254.9,71400956.0600106,260043742622.9631
254.95,71446982.14913082,259876222650.627
255.0,71492963.23121868,259709081866.60696
255.05,71538899.34407793,259542319087.13202
255.10000000000002,71584790.52582368,259375933132.12045
255.15,71630636.81474835,259209922825.64737
255.2,71676438.24955264,259044286995.08908
255.25,71722194.86911203,258879024471.95105
255.3,71767906.71254702,258714134091.59393
255.35000000000002,71813573.8193222,258549614692.85834
255.4,71859196.22905572,258385465118.7334
255.45,71904773.98167393,258221684215.78076
255.5,71950307.11730401,258058270834.5028
255.55,71995795.6763903,257895223828.90646
255.60000000000002,72041239.6995363,257732542057.05188
255.65,72086639.22757605,257570224380.77713
255.7,72131994.30165148,257408269665.40408
255.75,72177304.96302025,257246676780.4064
255.8,72222571.25324002,257085444598.73315
255.85000000000002,72267793.21404895,256924571997.21677
255.9,72312970.887421,256764057856.35797
255.95,72358104.31549662,256603901060.55334
256.0,72403193.5406212,256444100497.9404
256.05,72448238.60542907,256284655060.08185
256.1,72493239.55265498,256125563642.61536
256.15,72538196.42522933,255966825144.89737
256.2,72583109.26637378,255808438469.6477
256.25,72627978.11935525,255650402523.7998
256.3,72672803.02769542,255492716217.74265
256.35,72717584.03515871,255335378465.3466
256.4,72762321.18556213,255178388184.6134
256.45,72807014.52296859,255021744296.9785
256.5,72851664.09158297,254865445727.65778
256.55,72896269.9358255,254709491405.373
256.6,72940832.1002273,254553880262.69904
256.65,72985350.62946932,254398611235.9093
256.7,73029825.56845057,254243683264.71997
256.75,73074256.96216606,254089095292.69775
256.8,73118644.85579793,253934846266.92444
256.85,73162989.29468004,253780935138.10263
256.9,73207290.32423285,253627360860.76364
256.95,73251547.99011354,253474122392.72888
257.0,73295762.33801739,253321218695.78104
257.05,73339933.41385722,253168648735.02435
257.1,73384061.26366358,253016411479.2132
257.15,73428145.93348971,252864505901.06122
257.2,73472187.46970378,252712930976.21655
257.25,73516185.91870685,252561685684.21692
257.3,73560141.32697263,252410769008.334
257.35,73604053.74114646,252260179935.21573
257.4,73647923.20800962,252109917454.992
257.45,73691749.77444874,251959980561.36252
257.5,73735533.48741382,251810368251.72253
257.55,73779274.39400588,251661079526.84583
257.6,73822972.54144682,251512113390.97076
257.65,73866627.97704317,251363468851.907
257.7,73910240.74822678,251215144920.87964
257.75,73953810.90249474,251067140612.7165
257.8,73997338.48744433,250919454945.7121
257.85,74040823.55076624,250772086941.63345
257.9,74084266.14031005,250625035625.48196
257.95,74127666.30396976,250478300025.86438
258.0,74171024.0896592,250331879175.05814
258.05,74214339.54551525,250185772108.30832
258.1,74257612.71965136,250039977864.6435
258.15,74300843.66030705,249894495486.354
258.2,74344032.41581744,249749324019.0789
258.25,74387179.0345767,249604462511.9121
258.3,74430283.56500107,249459910017.50964
258.35,74473346.05569765,249315665591.50702
258.4,74516366.55526476,249171728293.17273
258.45,74559345.11235145,249028097185.19156
258.5,74602281.77577889,248884771333.24304
258.55,74645176.594303,248741749806.77823
258.6,74688029.6168451,248599031678.2332
258.65,74730840.8923885,248456616023.3589
258.7,74773610.46986164,248314501921.59286
258.75,74816338.39836416,248172688455.29153
258.8,74859024.72703828,248031174710.1423
258.85,74901669.50505632,247889959775.18875
258.9,74944272.78165108,247749042742.71405
258.95,74986834.60614026,247608422708.1445
259.0,75029355.02779709,247468098770.46127
259.05,75071834.09602252,247328070031.61572
259.1,75114271.86028376,247188335596.71747
259.15,75156668.37004623,247048894574.243
259.2,75199023.67478548,246909746075.98004
259.25,75241337.82410516,246770889216.6248
259.3,75283610.86762547,246632323114.13345
259.35,75325842.85495193,246494046889.80884
259.4,75368033.83576864,246356059667.9792
259.45,75410183.8597885,246218360576.1463
259.5,75452292.97675362,246080948744.96902
