t_s,tau_ent_s,dt_s,dtau_s,lambda_s_inv,passed_cfl,n_reductions,S_00,S_11,Lambda_00,Lambda_11
1.0799999999999979e-25,1.0799999999999983e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.0899999999999978e-25,1.0899999999999983e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.0999999999999978e-25,1.0999999999999982e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.1099999999999978e-25,1.1099999999999982e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.1199999999999977e-25,1.1199999999999981e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.1299999999999977e-25,1.1299999999999981e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.1399999999999977e-25,1.1399999999999982e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.1499999999999977e-25,1.1499999999999981e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.1599999999999976e-25,1.159999999999998e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.1699999999999976e-25,1.169999999999998e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.1799999999999976e-25,1.179999999999998e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.1899999999999975e-25,1.189999999999998e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.1999999999999975e-25,1.199999999999998e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.2099999999999975e-25,1.2099999999999979e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.2199999999999975e-25,1.2199999999999978e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.2299999999999974e-25,1.2299999999999978e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.2399999999999974e-25,1.2399999999999977e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.2499999999999974e-25,1.2499999999999977e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.2599999999999974e-25,1.2599999999999977e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.2699999999999973e-25,1.2699999999999976e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.2799999999999973e-25,1.2799999999999976e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.2899999999999973e-25,1.2899999999999975e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.2999999999999972e-25,1.2999999999999975e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.3099999999999972e-25,1.3099999999999974e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.3199999999999972e-25,1.3199999999999974e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.3299999999999972e-25,1.3299999999999974e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.3399999999999971e-25,1.3399999999999973e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.349999999999997e-25,1.3499999999999973e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.359999999999997e-25,1.3599999999999972e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.369999999999997e-25,1.3699999999999972e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.379999999999997e-25,1.3799999999999971e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.389999999999997e-25,1.389999999999997e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.399999999999997e-25,1.399999999999997e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.409999999999997e-25,1.409999999999997e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.419999999999997e-25,1.419999999999997e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.4299999999999969e-25,1.429999999999997e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.4399999999999968e-25,1.439999999999997e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.4499999999999968e-25,1.4499999999999969e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.4599999999999968e-25,1.4599999999999968e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.4699999999999968e-25,1.4699999999999968e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.4799999999999967e-25,1.4799999999999967e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.4899999999999967e-25,1.4899999999999967e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.4999999999999967e-25,1.4999999999999966e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.5099999999999966e-25,1.5099999999999966e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.5199999999999966e-25,1.5199999999999966e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.5299999999999966e-25,1.5299999999999965e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.5399999999999966e-25,1.5399999999999965e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.5499999999999965e-25,1.5499999999999964e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.5599999999999965e-25,1.5599999999999964e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.5699999999999965e-25,1.5699999999999963e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.5799999999999964e-25,1.5799999999999963e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.5899999999999964e-25,1.5899999999999963e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.5999999999999964e-25,1.5999999999999962e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.6099999999999964e-25,1.6099999999999962e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.6199999999999963e-25,1.6199999999999961e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.6299999999999963e-25,1.629999999999996e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.6399999999999963e-25,1.639999999999996e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.6499999999999962e-25,1.649999999999996e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.6599999999999962e-25,1.659999999999996e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.6699999999999962e-25,1.669999999999996e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.6799999999999962e-25,1.6799999999999959e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.6899999999999961e-25,1.6899999999999958e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.699999999999996e-25,1.6999999999999958e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.709999999999996e-25,1.7099999999999957e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.719999999999996e-25,1.7199999999999957e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.729999999999996e-25,1.7299999999999957e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.739999999999996e-25,1.7399999999999956e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.749999999999996e-25,1.7499999999999956e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.759999999999996e-25,1.7599999999999955e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.769999999999996e-25,1.7699999999999955e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.7799999999999959e-25,1.7799999999999954e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.7899999999999959e-25,1.7899999999999954e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.7999999999999958e-25,1.7999999999999954e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.8099999999999958e-25,1.8099999999999953e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.8199999999999958e-25,1.8199999999999953e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.8299999999999957e-25,1.8299999999999952e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.8399999999999957e-25,1.8399999999999952e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.8499999999999957e-25,1.8499999999999951e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.8599999999999957e-25,1.859999999999995e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.8699999999999956e-25,1.869999999999995e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.8799999999999956e-25,1.879999999999995e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.8899999999999956e-25,1.889999999999995e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.8999999999999955e-25,1.899999999999995e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.9099999999999955e-25,1.909999999999995e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.9199999999999955e-25,1.9199999999999948e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.9299999999999955e-25,1.9299999999999948e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.9399999999999954e-25,1.9399999999999948e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.9499999999999954e-25,1.9499999999999947e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.9599999999999954e-25,1.9599999999999947e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.9699999999999953e-25,1.9699999999999946e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.9799999999999953e-25,1.9799999999999946e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.9899999999999953e-25,1.9899999999999945e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
1.9999999999999953e-25,1.9999999999999945e-13,1e-27,1e-15,1000000000000.0,True,0,0.0,0.0,0.0,0.0
