t_fs,lambda_t,tau_ent_t
3.698000000000000114e+02,4.750000000000000000e+15,1.600655000000276050e+04
3.700000000000000000e+02,4.750000000000000000e+15,1.600750000000276123e+04
3.701999999999999886e+02,4.750000000000000000e+15,1.600845000000276195e+04
3.704000000000000341e+02,4.750000000000000000e+15,1.600940000000276268e+04
3.706000000000000227e+02,4.750000000000000000e+15,1.601035000000276341e+04
3.708000000000000114e+02,4.750000000000000000e+15,1.601130000000276414e+04
3.710000000000000000e+02,4.750000000000000000e+15,1.601225000000276486e+04
3.711999999999999886e+02,4.750000000000000000e+15,1.601320000000276559e+04
3.714000000000000341e+02,4.750000000000000000e+15,1.601415000000276632e+04
3.716000000000000227e+02,4.750000000000000000e+15,1.601510000000276705e+04
3.718000000000000114e+02,4.750000000000000000e+15,1.601605000000276777e+04
3.720000000000000000e+02,4.750000000000000000e+15,1.601700000000276850e+04
3.721999999999999886e+02,4.750000000000000000e+15,1.601795000000276923e+04
3.724000000000000341e+02,4.750000000000000000e+15,1.601890000000276996e+04
3.726000000000000227e+02,4.750000000000000000e+15,1.601985000000277068e+04
3.728000000000000114e+02,4.750000000000000000e+15,1.602080000000277141e+04
3.730000000000000000e+02,4.750000000000000000e+15,1.602175000000277214e+04
3.731999999999999886e+02,4.750000000000000000e+15,1.602270000000277287e+04
3.733999999999999773e+02,4.750000000000000000e+15,1.602365000000277360e+04
3.735999999999999659e+02,4.750000000000000000e+15,1.602460000000277432e+04
3.737999999999999545e+02,4.750000000000000000e+15,1.602555000000277505e+04
3.739999999999999432e+02,4.750000000000000000e+15,1.602650000000277578e+04
3.741999999999999886e+02,4.750000000000000000e+15,1.602745000000277651e+04
3.743999999999999773e+02,4.750000000000000000e+15,1.602840000000277723e+04
3.745999999999999659e+02,4.750000000000000000e+15,1.602935000000277796e+04
3.747999999999999545e+02,4.750000000000000000e+15,1.603030000000277869e+04
3.749999999999999432e+02,4.750000000000000000e+15,1.603125000000277942e+04
3.751999999999999886e+02,4.750000000000000000e+15,1.603220000000278014e+04
3.753999999999999773e+02,4.750000000000000000e+15,1.603315000000278087e+04
3.755999999999999659e+02,4.750000000000000000e+15,1.603410000000278160e+04
3.757999999999999545e+02,4.750000000000000000e+15,1.603505000000278233e+04
3.760000000000000000e+02,4.750000000000000000e+15,1.603600000000278305e+04
3.761999999999999886e+02,4.750000000000000000e+15,1.603695000000278378e+04
3.763999999999999773e+02,4.750000000000000000e+15,1.603790000000278451e+04
3.765999999999999659e+02,4.750000000000000000e+15,1.603885000000278524e+04
3.767999999999999545e+02,4.750000000000000000e+15,1.603980000000278596e+04
3.770000000000000000e+02,4.750000000000000000e+15,1.604075000000278669e+04
3.771999999999999886e+02,4.750000000000000000e+15,1.604170000000278742e+04
3.773999999999999773e+02,4.750000000000000000e+15,1.604265000000278815e+04
3.775999999999999659e+02,4.750000000000000000e+15,1.604360000000278887e+04
3.778000000000000114e+02,4.750000000000000000e+15,1.604455000000278960e+04
3.780000000000000000e+02,4.750000000000000000e+15,1.604550000000279033e+04
3.781999999999999886e+02,4.750000000000000000e+15,1.604645000000279106e+04
3.783999999999999773e+02,4.750000000000000000e+15,1.604740000000279178e+04
3.785999999999999659e+02,4.750000000000000000e+15,1.604835000000279251e+04
3.788000000000000114e+02,4.750000000000000000e+15,1.604930000000279324e+04
3.790000000000000000e+02,4.750000000000000000e+15,1.605025000000279397e+04
3.791999999999999886e+02,4.750000000000000000e+15,1.605120000000279470e+04
3.793999999999999773e+02,4.750000000000000000e+15,1.605215000000279542e+04
3.795999999999999659e+02,4.750000000000000000e+15,1.605310000000279615e+04
3.798000000000000114e+02,4.750000000000000000e+15,1.605405000000279688e+04
3.800000000000000000e+02,4.750000000000000000e+15,1.605500000000279761e+04
3.801999999999999886e+02,4.750000000000000000e+15,1.605595000000279833e+04
3.803999999999999773e+02,4.750000000000000000e+15,1.605690000000279906e+04
3.806000000000000227e+02,4.750000000000000000e+15,1.605785000000279979e+04
3.808000000000000114e+02,4.750000000000000000e+15,1.605880000000280052e+04
3.810000000000000000e+02,4.750000000000000000e+15,1.605975000000280124e+04
3.811999999999999886e+02,4.750000000000000000e+15,1.606070000000280197e+04
3.813999999999999773e+02,4.750000000000000000e+15,1.606165000000280270e+04
3.816000000000000227e+02,4.750000000000000000e+15,1.606260000000280343e+04
3.818000000000000114e+02,4.750000000000000000e+15,1.606355000000280415e+04
3.820000000000000000e+02,4.750000000000000000e+15,1.606450000000280488e+04
3.821999999999999886e+02,4.750000000000000000e+15,1.606545000000280561e+04
3.824000000000000341e+02,4.750000000000000000e+15,1.606640000000280634e+04
3.826000000000000227e+02,4.750000000000000000e+15,1.606735000000280706e+04
3.828000000000000114e+02,4.750000000000000000e+15,1.606830000000280779e+04
3.830000000000000000e+02,4.750000000000000000e+15,1.606925000000280852e+04
3.831999999999999886e+02,4.750000000000000000e+15,1.607020000000280925e+04
3.834000000000000341e+02,4.750000000000000000e+15,1.607115000000280997e+04
3.836000000000000227e+02,4.750000000000000000e+15,1.607210000000281070e+04
3.838000000000000114e+02,4.750000000000000000e+15,1.607305000000281143e+04
3.840000000000000000e+02,4.750000000000000000e+15,1.607400000000281216e+04
3.841999999999999886e+02,4.750000000000000000e+15,1.607495000000281289e+04
3.844000000000000341e+02,4.750000000000000000e+15,1.607590000000281361e+04
3.846000000000000227e+02,4.750000000000000000e+15,1.607685000000281434e+04
3.848000000000000114e+02,4.750000000000000000e+15,1.607780000000281507e+04
3.850000000000000000e+02,4.750000000000000000e+15,1.607875000000281580e+04
3.851999999999999886e+02,4.750000000000000000e+15,1.607970000000281652e+04
3.853999999999999773e+02,4.750000000000000000e+15,1.608065000000281725e+04
3.855999999999999659e+02,4.750000000000000000e+15,1.608160000000281798e+04
3.857999999999999545e+02,4.750000000000000000e+15,1.608255000000281871e+04
3.859999999999999432e+02,4.750000000000000000e+15,1.608350000000281943e+04
3.861999999999999886e+02,4.750000000000000000e+15,1.608445000000282016e+04
3.863999999999999773e+02,4.750000000000000000e+15,1.608540000000282089e+04
3.865999999999999659e+02,4.750000000000000000e+15,1.608635000000282162e+04
3.867999999999999545e+02,4.750000000000000000e+15,1.608730000000282234e+04
3.870000000000000000e+02,4.750000000000000000e+15,1.608825000000282307e+04
3.871999999999999886e+02,4.750000000000000000e+15,1.608920000000282380e+04
3.873999999999999773e+02,4.750000000000000000e+15,1.609015000000282453e+04
3.875999999999999659e+02,4.750000000000000000e+15,1.609110000000282525e+04
3.877999999999999545e+02,4.750000000000000000e+15,1.609205000000282598e+04
3.880000000000000000e+02,4.750000000000000000e+15,1.609300000000282671e+04
3.881999999999999886e+02,4.750000000000000000e+15,1.609395000000282744e+04
3.883999999999999773e+02,4.750000000000000000e+15,1.609490000000282816e+04
3.885999999999999659e+02,4.750000000000000000e+15,1.609585000000282889e+04
3.887999999999999545e+02,4.750000000000000000e+15,1.609680000000282962e+04
3.890000000000000000e+02,4.750000000000000000e+15,1.609775000000283035e+04
3.891999999999999886e+02,4.750000000000000000e+15,1.609870000000283108e+04
3.893999999999999773e+02,4.750000000000000000e+15,1.609965000000283180e+04
3.895999999999999659e+02,4.750000000000000000e+15,1.610060000000283253e+04
3.898000000000000114e+02,4.750000000000000000e+15,1.610155000000283326e+04
3.900000000000000000e+02,4.750000000000000000e+15,1.610250000000283399e+04
3.901999999999999886e+02,4.750000000000000000e+15,1.610345000000283471e+04
3.903999999999999773e+02,4.750000000000000000e+15,1.610440000000283544e+04
3.905999999999999659e+02,4.750000000000000000e+15,1.610535000000283617e+04
3.908000000000000114e+02,4.750000000000000000e+15,1.610630000000283690e+04
3.910000000000000000e+02,4.750000000000000000e+15,1.610725000000283762e+04
3.911999999999999886e+02,4.750000000000000000e+15,1.610820000000283835e+04
3.913999999999999773e+02,4.750000000000000000e+15,1.610915000000283908e+04
3.915999999999999659e+02,4.750000000000000000e+15,1.611010000000283981e+04
3.918000000000000114e+02,4.750000000000000000e+15,1.611105000000284053e+04
3.920000000000000000e+02,4.750000000000000000e+15,1.611200000000284126e+04
3.921999999999999886e+02,4.750000000000000000e+15,1.611295000000284199e+04
3.923999999999999773e+02,4.750000000000000000e+15,1.611390000000284272e+04
3.926000000000000227e+02,4.750000000000000000e+15,1.611485000000284344e+04
3.928000000000000114e+02,4.750000000000000000e+15,1.611580000000284417e+04
3.930000000000000000e+02,4.750000000000000000e+15,1.611675000000284490e+04
3.931999999999999886e+02,4.750000000000000000e+15,1.611770000000284563e+04
3.933999999999999773e+02,4.750000000000000000e+15,1.611865000000284635e+04
3.936000000000000227e+02,4.750000000000000000e+15,1.611960000000284708e+04
3.938000000000000114e+02,4.750000000000000000e+15,1.612055000000284781e+04
3.940000000000000000e+02,4.750000000000000000e+15,1.612150000000284854e+04
3.941999999999999886e+02,4.750000000000000000e+15,1.612245000000284927e+04
3.944000000000000341e+02,4.750000000000000000e+15,1.612340000000284999e+04
3.946000000000000227e+02,4.750000000000000000e+15,1.612435000000285072e+04
3.948000000000000114e+02,4.750000000000000000e+15,1.612530000000285145e+04
3.950000000000000000e+02,4.750000000000000000e+15,1.612625000000285218e+04
3.951999999999999886e+02,4.750000000000000000e+15,1.612720000000285290e+04
3.954000000000000341e+02,4.750000000000000000e+15,1.612815000000285363e+04
3.956000000000000227e+02,4.750000000000000000e+15,1.612910000000285436e+04
3.958000000000000114e+02,4.750000000000000000e+15,1.613005000000285509e+04
3.960000000000000000e+02,4.750000000000000000e+15,1.613100000000285581e+04
3.961999999999999886e+02,4.750000000000000000e+15,1.613195000000285654e+04
3.964000000000000341e+02,4.750000000000000000e+15,1.613290000000285727e+04
3.966000000000000227e+02,4.750000000000000000e+15,1.613385000000285800e+04
3.968000000000000114e+02,4.750000000000000000e+15,1.613480000000285872e+04
3.970000000000000000e+02,4.750000000000000000e+15,1.613575000000285945e+04
3.971999999999999886e+02,4.750000000000000000e+15,1.613670000000286018e+04
3.973999999999999773e+02,4.750000000000000000e+15,1.613765000000286091e+04
3.975999999999999659e+02,4.750000000000000000e+15,1.613860000000286163e+04
3.977999999999999545e+02,4.750000000000000000e+15,1.613955000000286236e+04
3.979999999999999432e+02,4.750000000000000000e+15,1.614050000000286309e+04
3.981999999999999886e+02,4.750000000000000000e+15,1.614145000000286382e+04
3.983999999999999773e+02,4.750000000000000000e+15,1.614240000000286454e+04
3.985999999999999659e+02,4.750000000000000000e+15,1.614335000000286527e+04
3.987999999999999545e+02,4.750000000000000000e+15,1.614430000000286600e+04
3.990000000000000000e+02,4.750000000000000000e+15,1.614525000000286673e+04
3.991999999999999886e+02,4.750000000000000000e+15,1.614620000000286745e+04
3.993999999999999773e+02,4.750000000000000000e+15,1.614715000000286818e+04
3.995999999999999659e+02,4.750000000000000000e+15,1.614810000000286891e+04
3.997999999999999545e+02,4.750000000000000000e+15,1.614905000000286964e+04
4.000000000000000000e+02,4.750000000000000000e+15,1.615000000000287037e+04
4.001999999999999886e+02,4.750000000000000000e+15,1.615095000000287109e+04
4.003999999999999773e+02,4.750000000000000000e+15,1.615190000000287182e+04
4.005999999999999659e+02,4.750000000000000000e+15,1.615285000000287255e+04
4.007999999999999545e+02,4.750000000000000000e+15,1.615380000000287328e+04
4.010000000000000000e+02,4.750000000000000000e+15,1.615475000000287400e+04
4.011999999999999886e+02,4.750000000000000000e+15,1.615570000000287473e+04
4.013999999999999773e+02,4.750000000000000000e+15,1.615665000000287546e+04
4.015999999999999659e+02,4.750000000000000000e+15,1.615760000000287619e+04
4.018000000000000114e+02,4.750000000000000000e+15,1.615855000000287691e+04
4.020000000000000000e+02,4.750000000000000000e+15,1.615950000000287764e+04
4.021999999999999886e+02,4.750000000000000000e+15,1.616045000000287837e+04
4.023999999999999773e+02,4.750000000000000000e+15,1.616140000000287910e+04
4.025999999999999659e+02,4.750000000000000000e+15,1.616235000000287982e+04
4.028000000000000114e+02,4.750000000000000000e+15,1.616330000000288055e+04
4.030000000000000000e+02,4.750000000000000000e+15,1.616425000000288128e+04
4.031999999999999886e+02,4.750000000000000000e+15,1.616520000000288201e+04
4.033999999999999773e+02,4.750000000000000000e+15,1.616615000000288273e+04
4.035999999999999659e+02,4.750000000000000000e+15,1.616710000000288346e+04
4.038000000000000114e+02,4.750000000000000000e+15,1.616805000000288419e+04
4.040000000000000000e+02,4.750000000000000000e+15,1.616900000000288492e+04
4.041999999999999886e+02,4.750000000000000000e+15,1.616995000000288564e+04
4.043999999999999773e+02,4.750000000000000000e+15,1.617090000000288637e+04
4.046000000000000227e+02,4.750000000000000000e+15,1.617185000000288710e+04
4.048000000000000114e+02,4.750000000000000000e+15,1.617280000000288783e+04
4.050000000000000000e+02,4.750000000000000000e+15,1.617375000000288856e+04
4.051999999999999886e+02,4.750000000000000000e+15,1.617470000000288928e+04
4.053999999999999773e+02,4.750000000000000000e+15,1.617565000000289001e+04
4.056000000000000227e+02,4.750000000000000000e+15,1.617660000000289074e+04
4.058000000000000114e+02,4.750000000000000000e+15,1.617755000000289147e+04
4.060000000000000000e+02,4.750000000000000000e+15,1.617850000000289219e+04
4.061999999999999886e+02,4.750000000000000000e+15,1.617945000000289292e+04
4.064000000000000341e+02,4.750000000000000000e+15,1.618040000000289365e+04
4.066000000000000227e+02,4.750000000000000000e+15,1.618135000000289438e+04
4.068000000000000114e+02,4.750000000000000000e+15,1.618230000000289510e+04
4.070000000000000000e+02,4.750000000000000000e+15,1.618325000000289583e+04
4.071999999999999886e+02,4.750000000000000000e+15,1.618420000000289656e+04
4.074000000000000341e+02,4.750000000000000000e+15,1.618515000000289729e+04
4.076000000000000227e+02,4.750000000000000000e+15,1.618610000000289801e+04
4.078000000000000114e+02,4.750000000000000000e+15,1.618705000000289874e+04
4.080000000000000000e+02,4.750000000000000000e+15,1.618800000000289947e+04
4.081999999999999886e+02,4.750000000000000000e+15,1.618895000000290020e+04
4.084000000000000341e+02,4.750000000000000000e+15,1.618990000000290092e+04
4.086000000000000227e+02,4.750000000000000000e+15,1.619085000000290165e+04
4.088000000000000114e+02,4.750000000000000000e+15,1.619180000000290238e+04
4.090000000000000000e+02,4.750000000000000000e+15,1.619275000000290311e+04
4.091999999999999886e+02,4.750000000000000000e+15,1.619370000000290383e+04
4.093999999999999773e+02,4.750000000000000000e+15,1.619465000000290456e+04
4.095999999999999659e+02,4.750000000000000000e+15,1.619560000000290529e+04
4.097999999999999545e+02,4.750000000000000000e+15,1.619655000000290602e+04
4.099999999999999432e+02,4.750000000000000000e+15,1.619750000000290675e+04
4.101999999999999886e+02,4.750000000000000000e+15,1.619845000000290747e+04
4.103999999999999773e+02,4.750000000000000000e+15,1.619940000000290820e+04
4.105999999999999659e+02,4.750000000000000000e+15,1.620035000000290893e+04
4.107999999999999545e+02,4.750000000000000000e+15,1.620130000000290966e+04
4.110000000000000000e+02,4.750000000000000000e+15,1.620225000000291038e+04
4.111999999999999886e+02,4.750000000000000000e+15,1.620320000000291111e+04
4.113999999999999773e+02,4.750000000000000000e+15,1.620415000000291184e+04
4.115999999999999659e+02,4.750000000000000000e+15,1.620510000000291257e+04
4.117999999999999545e+02,4.750000000000000000e+15,1.620605000000291329e+04
4.120000000000000000e+02,4.750000000000000000e+15,1.620700000000291402e+04
4.121999999999999886e+02,4.750000000000000000e+15,1.620795000000291475e+04
4.123999999999999773e+02,4.750000000000000000e+15,1.620890000000291548e+04
4.125999999999999659e+02,4.750000000000000000e+15,1.620985000000291620e+04
4.127999999999999545e+02,4.750000000000000000e+15,1.621080000000291693e+04
4.130000000000000000e+02,4.750000000000000000e+15,1.621175000000291766e+04
4.131999999999999886e+02,4.750000000000000000e+15,1.621270000000291839e+04
4.133999999999999773e+02,4.750000000000000000e+15,1.621365000000291911e+04
4.135999999999999659e+02,4.750000000000000000e+15,1.621460000000291984e+04
4.138000000000000114e+02,4.750000000000000000e+15,1.621555000000292057e+04
4.140000000000000000e+02,4.750000000000000000e+15,1.621650000000292130e+04
4.141999999999999886e+02,4.750000000000000000e+15,1.621745000000292202e+04
4.143999999999999773e+02,4.750000000000000000e+15,1.621840000000292275e+04
4.145999999999999659e+02,4.750000000000000000e+15,1.621935000000292348e+04
4.148000000000000114e+02,4.750000000000000000e+15,1.622030000000292421e+04
4.150000000000000000e+02,4.750000000000000000e+15,1.622125000000292493e+04
4.151999999999999886e+02,4.750000000000000000e+15,1.622220000000292566e+04
4.153999999999999773e+02,4.750000000000000000e+15,1.622315000000292639e+04
4.156000000000000227e+02,4.750000000000000000e+15,1.622410000000292712e+04
4.158000000000000114e+02,4.750000000000000000e+15,1.622505000000292785e+04
4.160000000000000000e+02,4.750000000000000000e+15,1.622600000000292857e+04
4.161999999999999886e+02,4.750000000000000000e+15,1.622695000000292930e+04
4.163999999999999773e+02,4.750000000000000000e+15,1.622790000000293003e+04
4.166000000000000227e+02,4.750000000000000000e+15,1.622885000000293076e+04
4.168000000000000114e+02,4.750000000000000000e+15,1.622980000000293148e+04
4.170000000000000000e+02,4.750000000000000000e+15,1.623075000000293221e+04
4.171999999999999886e+02,4.750000000000000000e+15,1.623170000000293294e+04
4.173999999999999773e+02,4.750000000000000000e+15,1.623265000000293367e+04
4.176000000000000227e+02,4.750000000000000000e+15,1.623360000000293439e+04
4.178000000000000114e+02,4.750000000000000000e+15,1.623455000000293512e+04
4.180000000000000000e+02,4.750000000000000000e+15,1.623550000000293585e+04
4.181999999999999886e+02,4.750000000000000000e+15,1.623645000000293658e+04
4.184000000000000341e+02,4.750000000000000000e+15,1.623740000000293730e+04
4.186000000000000227e+02,4.750000000000000000e+15,1.623835000000293803e+04
4.188000000000000114e+02,4.750000000000000000e+15,1.623930000000293876e+04
4.190000000000000000e+02,4.750000000000000000e+15,1.624025000000293949e+04
4.191999999999999886e+02,4.750000000000000000e+15,1.624120000000294021e+04
4.194000000000000341e+02,4.750000000000000000e+15,1.624215000000294094e+04
4.196000000000000227e+02,4.750000000000000000e+15,1.624310000000294167e+04
4.198000000000000114e+02,4.750000000000000000e+15,1.624405000000294240e+04
4.200000000000000000e+02,4.750000000000000000e+15,1.624500000000294312e+04
4.201999999999999886e+02,4.750000000000000000e+15,1.624595000000294385e+04
4.204000000000000341e+02,4.750000000000000000e+15,1.624690000000294458e+04
4.206000000000000227e+02,4.750000000000000000e+15,1.624785000000294531e+04
4.208000000000000114e+02,4.750000000000000000e+15,1.624880000000294604e+04
4.210000000000000000e+02,4.750000000000000000e+15,1.624975000000294676e+04
4.211999999999999886e+02,4.750000000000000000e+15,1.625070000000294749e+04
4.213999999999999773e+02,4.750000000000000000e+15,1.625165000000294822e+04
4.215999999999999659e+02,4.750000000000000000e+15,1.625260000000294895e+04
4.217999999999999545e+02,4.750000000000000000e+15,1.625355000000294967e+04
4.219999999999999432e+02,4.750000000000000000e+15,1.625450000000295040e+04
4.221999999999999886e+02,4.750000000000000000e+15,1.625545000000295113e+04
4.223999999999999773e+02,4.750000000000000000e+15,1.625640000000295186e+04
4.225999999999999659e+02,4.750000000000000000e+15,1.625735000000295258e+04
4.227999999999999545e+02,4.750000000000000000e+15,1.625830000000295331e+04
4.230000000000000000e+02,4.750000000000000000e+15,1.625925000000295404e+04
4.231999999999999886e+02,4.750000000000000000e+15,1.626020000000295477e+04
4.233999999999999773e+02,4.750000000000000000e+15,1.626115000000295549e+04
4.235999999999999659e+02,4.750000000000000000e+15,1.626210000000295622e+04
4.237999999999999545e+02,4.750000000000000000e+15,1.626305000000295695e+04
4.240000000000000000e+02,4.750000000000000000e+15,1.626400000000295768e+04
4.241999999999999886e+02,4.750000000000000000e+15,1.626495000000295840e+04
4.243999999999999773e+02,4.750000000000000000e+15,1.626590000000295913e+04
4.245999999999999659e+02,4.750000000000000000e+15,1.626685000000295986e+04
4.247999999999999545e+02,4.750000000000000000e+15,1.626780000000296059e+04
4.250000000000000000e+02,4.750000000000000000e+15,1.626875000000296131e+04
4.251999999999999886e+02,4.750000000000000000e+15,1.626970000000296204e+04
4.253999999999999773e+02,4.750000000000000000e+15,1.627065000000296277e+04
4.255999999999999659e+02,4.750000000000000000e+15,1.627160000000296350e+04
4.258000000000000114e+02,4.750000000000000000e+15,1.627255000000296423e+04
4.260000000000000000e+02,4.750000000000000000e+15,1.627350000000296495e+04
4.261999999999999886e+02,4.750000000000000000e+15,1.627445000000296568e+04
4.263999999999999773e+02,4.750000000000000000e+15,1.627540000000296641e+04
4.265999999999999659e+02,4.750000000000000000e+15,1.627635000000296714e+04
4.268000000000000114e+02,4.750000000000000000e+15,1.627730000000296786e+04
4.270000000000000000e+02,4.750000000000000000e+15,1.627825000000296859e+04
4.271999999999999886e+02,4.750000000000000000e+15,1.627920000000296932e+04
4.273999999999999773e+02,4.750000000000000000e+15,1.628015000000297005e+04
4.276000000000000227e+02,4.750000000000000000e+15,1.628110000000297077e+04
4.278000000000000114e+02,4.750000000000000000e+15,1.628205000000297150e+04
4.280000000000000000e+02,4.750000000000000000e+15,1.628300000000297223e+04
4.281999999999999886e+02,4.750000000000000000e+15,1.628395000000297296e+04
4.283999999999999773e+02,4.750000000000000000e+15,1.628490000000297368e+04
4.286000000000000227e+02,4.750000000000000000e+15,1.628585000000297441e+04
4.288000000000000114e+02,4.750000000000000000e+15,1.628680000000297514e+04
4.290000000000000000e+02,4.750000000000000000e+15,1.628775000000297587e+04
4.291999999999999886e+02,4.750000000000000000e+15,1.628870000000297659e+04
4.293999999999999773e+02,4.750000000000000000e+15,1.628965000000297732e+04
4.296000000000000227e+02,4.750000000000000000e+15,1.629060000000297805e+04
4.298000000000000114e+02,4.750000000000000000e+15,1.629155000000297878e+04
4.300000000000000000e+02,4.750000000000000000e+15,1.629250000000297950e+04
4.301999999999999886e+02,4.750000000000000000e+15,1.629345000000298023e+04
4.304000000000000341e+02,4.750000000000000000e+15,1.629440000000298096e+04
4.306000000000000227e+02,4.750000000000000000e+15,1.629535000000298169e+04
4.308000000000000114e+02,4.750000000000000000e+15,1.629630000000298242e+04
4.310000000000000000e+02,4.750000000000000000e+15,1.629725000000298314e+04
4.311999999999999886e+02,4.750000000000000000e+15,1.629820000000298387e+04
4.314000000000000341e+02,4.750000000000000000e+15,1.629915000000298460e+04
4.316000000000000227e+02,4.750000000000000000e+15,1.630010000000298533e+04
4.318000000000000114e+02,4.750000000000000000e+15,1.630105000000298605e+04
4.320000000000000000e+02,4.750000000000000000e+15,1.630200000000298678e+04
4.321999999999999886e+02,4.750000000000000000e+15,1.630295000000298751e+04
4.323999999999999773e+02,4.750000000000000000e+15,1.630390000000298824e+04
4.326000000000000227e+02,4.750000000000000000e+15,1.630485000000298896e+04
4.328000000000000114e+02,4.750000000000000000e+15,1.630580000000298969e+04
4.330000000000000000e+02,4.750000000000000000e+15,1.630675000000299042e+04
4.331999999999999886e+02,4.750000000000000000e+15,1.630770000000299115e+04
4.333999999999999773e+02,4.750000000000000000e+15,1.630865000000299187e+04
4.335999999999999659e+02,4.750000000000000000e+15,1.630960000000299260e+04
4.337999999999999545e+02,4.750000000000000000e+15,1.631055000000299333e+04
4.339999999999999432e+02,4.750000000000000000e+15,1.631150000000299406e+04
4.341999999999999886e+02,4.750000000000000000e+15,1.631245000000299478e+04
4.343999999999999773e+02,4.750000000000000000e+15,1.631340000000299551e+04
4.345999999999999659e+02,4.750000000000000000e+15,1.631435000000299624e+04
4.347999999999999545e+02,4.750000000000000000e+15,1.631530000000299697e+04
4.350000000000000000e+02,4.750000000000000000e+15,1.631625000000299769e+04
4.351999999999999886e+02,4.750000000000000000e+15,1.631720000000299842e+04
4.353999999999999773e+02,4.750000000000000000e+15,1.631815000000299915e+04
4.355999999999999659e+02,4.750000000000000000e+15,1.631910000000299988e+04
4.357999999999999545e+02,4.750000000000000000e+15,1.632005000000300060e+04
4.360000000000000000e+02,4.750000000000000000e+15,1.632100000000300133e+04
4.361999999999999886e+02,4.750000000000000000e+15,1.632195000000300206e+04
4.363999999999999773e+02,4.750000000000000000e+15,1.632290000000300279e+04
4.365999999999999659e+02,4.750000000000000000e+15,1.632385000000300352e+04
4.367999999999999545e+02,4.750000000000000000e+15,1.632480000000300424e+04
4.370000000000000000e+02,4.750000000000000000e+15,1.632575000000300497e+04
4.371999999999999886e+02,4.750000000000000000e+15,1.632670000000300570e+04
4.373999999999999773e+02,4.750000000000000000e+15,1.632765000000300643e+04
4.375999999999999659e+02,4.750000000000000000e+15,1.632860000000300715e+04
4.378000000000000114e+02,4.750000000000000000e+15,1.632955000000300788e+04
4.380000000000000000e+02,4.750000000000000000e+15,1.633050000000300861e+04
4.381999999999999886e+02,4.750000000000000000e+15,1.633145000000300934e+04
4.383999999999999773e+02,4.750000000000000000e+15,1.633240000000301006e+04
4.385999999999999659e+02,4.750000000000000000e+15,1.633335000000301079e+04
4.388000000000000114e+02,4.750000000000000000e+15,1.633430000000301152e+04
4.390000000000000000e+02,4.750000000000000000e+15,1.633525000000301225e+04
4.391999999999999886e+02,4.750000000000000000e+15,1.633620000000301297e+04
4.393999999999999773e+02,4.750000000000000000e+15,1.633715000000301370e+04
4.396000000000000227e+02,4.750000000000000000e+15,1.633810000000301443e+04
4.398000000000000114e+02,4.750000000000000000e+15,1.633905000000301516e+04
4.400000000000000000e+02,4.750000000000000000e+15,1.634000000000301588e+04
4.401999999999999886e+02,4.750000000000000000e+15,1.634095000000301661e+04
4.403999999999999773e+02,4.750000000000000000e+15,1.634190000000301734e+04
4.406000000000000227e+02,4.750000000000000000e+15,1.634285000000301807e+04
4.408000000000000114e+02,4.750000000000000000e+15,1.634380000000301879e+04
4.410000000000000000e+02,4.750000000000000000e+15,1.634475000000301952e+04
4.411999999999999886e+02,4.750000000000000000e+15,1.634570000000302025e+04
4.413999999999999773e+02,4.750000000000000000e+15,1.634665000000302098e+04
4.416000000000000227e+02,4.750000000000000000e+15,1.634760000000302171e+04
4.418000000000000114e+02,4.750000000000000000e+15,1.634855000000302243e+04
4.420000000000000000e+02,4.750000000000000000e+15,1.634950000000302316e+04
4.421999999999999886e+02,4.750000000000000000e+15,1.635045000000302389e+04
4.424000000000000341e+02,4.750000000000000000e+15,1.635140000000302462e+04
4.426000000000000227e+02,4.750000000000000000e+15,1.635235000000302534e+04
4.428000000000000114e+02,4.750000000000000000e+15,1.635330000000302607e+04
4.430000000000000000e+02,4.750000000000000000e+15,1.635425000000302680e+04
4.431999999999999886e+02,4.750000000000000000e+15,1.635520000000302753e+04
4.434000000000000341e+02,4.750000000000000000e+15,1.635615000000302825e+04
4.436000000000000227e+02,4.750000000000000000e+15,1.635710000000302898e+04
4.438000000000000114e+02,4.750000000000000000e+15,1.635805000000302971e+04
4.440000000000000000e+02,4.750000000000000000e+15,1.635900000000303044e+04
4.441999999999999886e+02,4.750000000000000000e+15,1.635995000000303116e+04
4.443999999999999773e+02,4.750000000000000000e+15,1.636090000000303189e+04
4.445999999999999659e+02,4.750000000000000000e+15,1.636185000000303262e+04
4.447999999999999545e+02,4.750000000000000000e+15,1.636280000000303335e+04
4.450000000000000000e+02,4.750000000000000000e+15,1.636375000000303407e+04
4.451999999999999886e+02,4.750000000000000000e+15,1.636470000000303480e+04
4.453999999999999773e+02,4.750000000000000000e+15,1.636565000000303553e+04
4.455999999999999659e+02,4.750000000000000000e+15,1.636660000000303626e+04
4.457999999999999545e+02,4.750000000000000000e+15,1.636755000000303698e+04
4.459999999999999432e+02,4.750000000000000000e+15,1.636850000000303771e+04
4.461999999999999886e+02,4.750000000000000000e+15,1.636945000000303844e+04
4.463999999999999773e+02,4.750000000000000000e+15,1.637040000000303917e+04
4.465999999999999659e+02,4.750000000000000000e+15,1.637135000000303990e+04
4.467999999999999545e+02,4.750000000000000000e+15,1.637230000000304062e+04
4.470000000000000000e+02,4.750000000000000000e+15,1.637325000000304135e+04
4.471999999999999886e+02,4.750000000000000000e+15,1.637420000000304208e+04
