t_s,tau_ent_s,lambda_s_inv,norm2
8.52500000000005e-13,0.8524999999999928,1000000000000.0,0.18177222475762467
8.55000000000005e-13,0.8549999999999928,1000000000000.0,0.1808656315334489
8.575000000000051e-13,0.8574999999999927,1000000000000.0,0.1799635599641916
8.600000000000051e-13,0.8599999999999927,1000000000000.0,0.17906598749799313
8.625000000000052e-13,0.8624999999999926,1000000000000.0,0.17817289169547165
8.650000000000052e-13,0.8649999999999926,1000000000000.0,0.1772842502291624
8.675000000000052e-13,0.8674999999999925,1000000000000.0,0.17640004088295916
8.700000000000053e-13,0.8699999999999924,1000000000000.0,0.17552024155155932
8.725000000000053e-13,0.8724999999999924,1000000000000.0,0.17464483023991084
8.750000000000054e-13,0.8749999999999923,1000000000000.0,0.17377378506266247
8.775000000000054e-13,0.8774999999999923,1000000000000.0,0.1729070842436168
8.800000000000054e-13,0.8799999999999922,1000000000000.0,0.17204470611518563
8.825000000000055e-13,0.8824999999999922,1000000000000.0,0.17118662911784835
8.850000000000055e-13,0.8849999999999921,1000000000000.0,0.170332831799613
8.875000000000056e-13,0.8874999999999921,1000000000000.0,0.16948329281547997
8.900000000000056e-13,0.889999999999992,1000000000000.0,0.16863799092690815
8.925000000000056e-13,0.892499999999992,1000000000000.0,0.16779690500128447
8.950000000000057e-13,0.8949999999999919,1000000000000.0,0.16696001401139493
8.975000000000057e-13,0.8974999999999919,1000000000000.0,0.16612729703489945
9.000000000000058e-13,0.8999999999999918,1000000000000.0,0.16529873325380862
9.025000000000058e-13,0.9024999999999918,1000000000000.0,0.16447430195396312
9.050000000000058e-13,0.9049999999999917,1000000000000.0,0.16365398252451596
9.075000000000059e-13,0.9074999999999916,1000000000000.0,0.1628377544574175
9.100000000000058e-13,0.9099999999999916,1000000000000.0,0.1620255973469022
9.125000000000059e-13,0.9124999999999915,1000000000000.0,0.16121749088897885
9.150000000000059e-13,0.9149999999999915,1000000000000.0,0.16041341488092284
9.17500000000006e-13,0.9174999999999914,1000000000000.0,0.1596133492207712
9.20000000000006e-13,0.9199999999999914,1000000000000.0,0.15881727390681988
9.22500000000006e-13,0.9224999999999913,1000000000000.0,0.15802516903712388
9.25000000000006e-13,0.9249999999999913,1000000000000.0,0.15723701480899957
9.27500000000006e-13,0.9274999999999912,1000000000000.0,0.15645279151852964
9.300000000000061e-13,0.9299999999999912,1000000000000.0,0.15567247956007058
9.325000000000062e-13,0.9324999999999911,1000000000000.0,0.15489605942576243
